	h1	h2	keep
Hcv1.1.c1.g530.i3	365	365	h1
Hcv1.1.c10.g568.i2	327	327	h1
Hcv1.1.c3.g593.i1	540	540	h1
Hcv1.1.c12.g187.i1	344	344	h1
Hcv1.1.c10.g517.i1	422	422	h1
Hcv1.1.c5.g46.i3	258	258	h1
Hcv1.1.c3.g515.i1	176	176	h1
Hcv1.1.c2.g1210.i2	271	271	h1
Hcv1.1.c10.g401.i1	516	516	h1
Hcv1.1.c2.g729.i15	495	493	h1
Hcv1.1.c3.g488.i1	79	113	h2
Hcv1.1.c4.g555.i1	767	767	h1
Hcv1.1.c4.g661.i1	3849	3850	h2
Hcv1.1.c7.g752.i1	833	628	h1
Hcv1.1.c10.g165.i2	207	301	h2
Hcv1.1.c11.g236.i3	423	423	h1
Hcv1.1.c7.g315.i2	678	678	h1
Hcv1.1.c13.g498.i2	830	830	h1
Hcv1.1.c8.g179.i1	1014	1014	h1
Hcv1.1.c1.g942.i2	558	558	h1
Hcv1.1.c4.g55.i2	875	680	h1
Hcv1.1.c4.g318.i2	273	273	h1
Hcv1.1.c5.g353.i3	375	375	h1
Hcv1.1.c5.g524.i1	2075	2075	h1
Hcv1.1.c6.g880.i1	808	808	h1
Hcv1.1.c8.g292.i1	342	381	h2
Hcv1.1.c11.g172.i1	373	373	h1
Hcv1.1.c7.g751.i1	221	221	h1
Hcv1.1.c10.g163.i2	1668	1668	h1
Hcv1.1.c11.g779.i1	1404	1266	h1
Hcv1.1.c6.g799.i1	349	349	h1
Hcv1.1.c11.g459.i3	662	755	h2
Hcv1.1.c3.g60.i2	357	192	h1
Hcv1.1.c4.g583.i1	142	142	h1
Hcv1.1.c6.g766.i1	244	244	h1
Hcv1.1.c2.g1130.i1	81	51	h1
Hcv1.1.c5.g104.i1	147	147	h1
Hcv1.1.c3.g971.i2	1203	1203	h1
Hcv1.1.c2.g635.i1	699	699	h1
Hcv1.1.c1.g222.i1	464	465	h2
Hcv1.1.c6.g698.i1	118	118	h1
Hcv1.1.c10.g96.i2	70	63	h1
Hcv1.1.c1.g681.i3	751	751	h1
Hcv1.1.c3.g1083.i1	174	266	h2
Hcv1.1.c4.g226.i3	137	137	h1
Hcv1.1.c2.g516.i1	567	567	h1
Hcv1.1.c2.g748.i1	937	937	h1
Hcv1.1.c1.g395.i1	470	470	h1
Hcv1.1.c1.g1354.i2	152	152	h1
Hcv1.1.c13.g261.i1	586	586	h1
Hcv1.1.c6.g792.i1	628	628	h1
Hcv1.1.c5.g511.i2	296	296	h1
Hcv1.1.c4.g65.i1	146	146	h1
Hcv1.1.c1.g284.i1	94	94	h1
Hcv1.1.c5.g495.i1	294	294	h1
Hcv1.1.c6.g231.i1	178	176	h1
Hcv1.1.c11.g738.i1	512	512	h1
Hcv1.1.c10.g391.i1	468	468	h1
Hcv1.1.c1.g572.i1	57	57	h1
Hcv1.1.c3.g1058.i2	468	468	h1
Hcv1.1.c3.g235.i1	182	181	h1
Hcv1.1.c12.g348.i1	614	614	h1
Hcv1.1.c13.g548.i1	161	161	h1
Hcv1.1.c5.g148.i1	422	422	h1
Hcv1.1.c13.g219.i1	445	445	h1
Hcv1.1.c3.g934.i1	545	545	h1
Hcv1.1.c6.g87.i1	1090	1090	h1
Hcv1.1.c3.g331.i1	71	71	h1
Hcv1.1.c6.g513.i1	1369	1369	h1
Hcv1.1.c10.g374.i1	791	791	h1
Hcv1.1.c13.g165.i2	1504	1515	h2
Hcv1.1.c1.g1145.i1	66	66	h1
Hcv1.1.c1.g384.i4	202	202	h1
Hcv1.1.c6.g791.i4	1316	1316	h1
Hcv1.1.c1.g1054.i2	183	183	h1
Hcv1.1.c6.g891.i5	317	317	h1
Hcv1.1.c9.g530.i1	807	807	h1
Hcv1.1.c5.g80.i3	502	502	h1
Hcv1.1.c7.g171.i2	403	403	h1
Hcv1.1.c10.g301.i1	491	294	h1
Hcv1.1.c5.g586.i1	1272	1272	h1
Hcv1.1.c11.g676.i1	223	223	h1
Hcv1.1.c1.g1240.i1	458	457	h1
Hcv1.1.c6.g25.i1	643	643	h1
Hcv1.1.c2.g80.i1	894	894	h1
Hcv1.1.c11.g605.i4	425	425	h1
Hcv1.1.c2.g680.i3	224	224	h1
Hcv1.1.c5.g1024.i2	578	578	h1
Hcv1.1.c11.g476.i1	578	578	h1
Hcv1.1.c3.g405.i2	360	360	h1
Hcv1.1.c10.g175.i1	327	327	h1
Hcv1.1.c5.g629.i1	255	255	h1
Hcv1.1.c8.g186.i1	272	275	h2
Hcv1.1.c5.g760.i1	712	650	h1
Hcv1.1.c1.g409.i5	679	679	h1
Hcv1.1.c4.g308.i1	427	427	h1
Hcv1.1.c1.g1405.i1	234	261	h2
Hcv1.1.c2.g55.i1	72	82	h2
Hcv1.1.c9.g207.i1	1126	1182	h2
Hcv1.1.c1.g603.i4	363	363	h1
Hcv1.1.c6.g690.i1	188	188	h1
Hcv1.1.c5.g1065.i1	390	390	h1
Hcv1.1.c1.g534.i2	689	689	h1
Hcv1.1.c1.g1259.i1	1781	1781	h1
Hcv1.1.c8.g36.i2	435	435	h1
Hcv1.1.c11.g167.i1	96	96	h1
Hcv1.1.c5.g305.i1	307	307	h1
Hcv1.1.c3.g869.i2	484	484	h1
Hcv1.1.c5.g1059.i1	888	888	h1
Hcv1.1.c5.g1178.i1	1025	1022	h1
Hcv1.1.c8.g582.i1	-1	-1	NO
Hcv1.1.c5.g466.i1	1405	1401	h1
Hcv1.1.c5.g936.i2	639	639	h1
Hcv1.1.c6.g219.i1	587	587	h1
Hcv1.1.c5.g1017.i1	250	250	h1
Hcv1.1.c11.g523.i1	1013	1013	h1
Hcv1.1.c7.g641.i1	98	98	h1
Hcv1.1.c2.g1199.i2	698	698	h1
Hcv1.1.c1.g45.i1	138	138	h1
Hcv1.1.c3.g880.i1	643	643	h1
Hcv1.1.c5.g898.i1	415	415	h1
Hcv1.1.c3.g874.i1	471	470	h1
Hcv1.1.c6.g584.i1	389	392	h2
Hcv1.1.c8.g608.i1	610	608	h1
Hcv1.1.c1.g843.i2	390	390	h1
Hcv1.1.c6.g548.i1	119	119	h1
Hcv1.1.c4.g452.i3	169	169	h1
Hcv1.1.c3.g317.i1	489	489	h1
Hcv1.1.c3.g1037.i1	390	406	h2
Hcv1.1.c5.g176.i1	1960	1960	h1
Hcv1.1.c5.g917.i1	1174	1174	h1
Hcv1.1.c7.g737.i4	537	624	h2
Hcv1.1.c4.g418.i3	911	911	h1
Hcv1.1.c1.g1202.i1	1439	1439	h1
Hcv1.1.c8.g561.i1	188	189	h2
Hcv1.1.c6.g619.i1	387	388	h2
Hcv1.1.c3.g687.i1	146	146	h1
Hcv1.1.c12.g36.i1	217	218	h2
Hcv1.1.c1.g437.i1	355	355	h1
Hcv1.1.c5.g84.i1	637	634	h1
Hcv1.1.c6.g87.i2	1090	1090	h1
Hcv1.1.c13.g83.i1	860	860	h1
Hcv1.1.c12.g298.i2	974	966	h1
Hcv1.1.c8.g567.i1	510	514	h2
Hcv1.1.c13.g256.i1	821	821	h1
Hcv1.1.c12.g71.i1	744	744	h1
Hcv1.1.c6.g1108.i5	537	537	h1
Hcv1.1.c6.g168.i2	366	357	h1
Hcv1.1.c6.g539.i1	150	150	h1
Hcv1.1.c9.g773.i15	818	818	h1
Hcv1.1.c7.g431.i1	120	120	h1
Hcv1.1.c3.g1095.i1	482	482	h1
Hcv1.1.c6.g453.i1	107	107	h1
Hcv1.1.c11.g479.i1	221	220	h1
Hcv1.1.c7.g536.i1	303	301	h1
Hcv1.1.c13.g227.i4	291	291	h1
Hcv1.1.c6.g795.i1	164	164	h1
Hcv1.1.c4.g329.i1	1123	1207	h2
Hcv1.1.c1.g1399.i1	111	111	h1
Hcv1.1.c8.g305.i1	532	531	h1
Hcv1.1.c3.g435.i2	275	275	h1
Hcv1.1.c5.g269.i2	860	861	h2
Hcv1.1.c2.g503.i2	973	959	h1
Hcv1.1.c1.g273.i19	449	449	h1
Hcv1.1.c5.g553.i1	106	106	h1
Hcv1.1.c5.g508.i1	263	263	h1
Hcv1.1.c3.g1066.i1	1028	1028	h1
Hcv1.1.c13.g260.i1	90	90	h1
Hcv1.1.c5.g642.i1	1375	968	h1
Hcv1.1.c10.g59.i1	439	439	h1
Hcv1.1.c1.g1007.i1	421	421	h1
Hcv1.1.c4.g720.i1	480	480	h1
Hcv1.1.c6.g696.i2	771	771	h1
Hcv1.1.c12.g419.i1	304	300	h1
Hcv1.1.c7.g544.i1	429	379	h1
Hcv1.1.c4.g463.i1	201	201	h1
Hcv1.1.c3.g72.i1	246	246	h1
Hcv1.1.c1.g897.i1	1047	1047	h1
Hcv1.1.c1.g389.i1	559	559	h1
Hcv1.1.c7.g792.i1	862	860	h1
Hcv1.1.c9.g658.i1	84	84	h1
Hcv1.1.c1.g217.i1	222	222	h1
Hcv1.1.c1.g499.i1	245	258	h2
Hcv1.1.c11.g291.i1	589	587	h1
Hcv1.1.c1.g761.i1	1045	1045	h1
Hcv1.1.c4.g379.i1	107	124	h2
Hcv1.1.c6.g610.i1	-1	-1	NO
Hcv1.1.c1.g391.i1	347	347	h1
Hcv1.1.c6.g139.i2	1084	1084	h1
Hcv1.1.c1.g1330.i1	362	362	h1
Hcv1.1.c5.g173.i1	478	478	h1
Hcv1.1.c7.g774.i1	538	542	h2
Hcv1.1.c11.g131.i1	348	348	h1
Hcv1.1.c7.g543.i1	446	446	h1
Hcv1.1.c12.g175.i1	611	603	h1
Hcv1.1.c3.g733.i1	227	227	h1
Hcv1.1.c2.g1038.i2	601	601	h1
Hcv1.1.c10.g566.i1	518	518	h1
Hcv1.1.c2.g564.i1	145	189	h2
Hcv1.1.c2.g1008.i4	302	302	h1
Hcv1.1.c5.g51.i1	1119	1119	h1
Hcv1.1.c2.g877.i2	885	885	h1
Hcv1.1.c9.g545.i1	596	596	h1
Hcv1.1.c5.g762.i3	539	539	h1
Hcv1.1.c5.g790.i2	490	490	h1
Hcv1.1.c4.g681.i1	153	153	h1
Hcv1.1.c11.g426.i1	390	293	h1
Hcv1.1.c11.g287.i2	390	408	h2
Hcv1.1.c10.g214.i3	416	415	h1
Hcv1.1.c4.g685.i3	392	392	h1
Hcv1.1.c13.g314.i1	1633	1633	h1
Hcv1.1.c6.g492.i1	783	783	h1
Hcv1.1.c11.g146.i1	641	641	h1
Hcv1.1.c11.g828.i1	1221	1220	h1
Hcv1.1.c6.g903.i1	220	220	h1
Hcv1.1.c5.g221.i1	690	690	h1
Hcv1.1.c5.g908.i1	510	510	h1
Hcv1.1.c10.g452.i1	359	359	h1
Hcv1.1.c3.g768.i1	431	431	h1
Hcv1.1.c2.g328.i1	1354	1354	h1
Hcv1.1.c6.g709.i2	1979	1979	h1
Hcv1.1.c1.g510.i1	376	376	h1
Hcv1.1.c1.g1135.i1	574	574	h1
Hcv1.1.c2.g499.i1	491	490	h1
Hcv1.1.c9.g244.i1	146	145	h1
Hcv1.1.c2.g91.i1	267	267	h1
Hcv1.1.c4.g622.i1	529	529	h1
Hcv1.1.c10.g208.i3	1357	1354	h1
Hcv1.1.c8.g118.i1	507	429	h1
Hcv1.1.c1.g242.i1	1102	1101	h1
Hcv1.1.c8.g542.i1	500	499	h1
Hcv1.1.c13.g385.i1	510	510	h1
Hcv1.1.c1.g895.i1	70	67	h1
Hcv1.1.c2.g1425.i1	1080	1080	h1
Hcv1.1.c12.g278.i2	649	649	h1
Hcv1.1.c4.g494.i1	553	553	h1
Hcv1.1.c5.g306.i2	152	152	h1
Hcv1.1.c1.g423.i2	343	343	h1
Hcv1.1.c5.g1027.i1	109	109	h1
Hcv1.1.c4.g635.i1	433	433	h1
Hcv1.1.sca5.g1.i1	67	72	h2
Hcv1.1.c1.g1340.i1	693	692	h1
Hcv1.1.c8.g244.i1	211	211	h1
Hcv1.1.c6.g479.i1	294	294	h1
Hcv1.1.c2.g39.i1	411	415	h2
Hcv1.1.c3.g851.i13	396	396	h1
Hcv1.1.c5.g690.i1	344	344	h1
Hcv1.1.c9.g321.i2	845	845	h1
Hcv1.1.c1.g1446.i1	436	431	h1
Hcv1.1.c13.g271.i1	266	266	h1
Hcv1.1.c9.g213.i1	827	827	h1
Hcv1.1.c4.g724.i1	513	513	h1
Hcv1.1.c1.g1362.i1	373	379	h2
Hcv1.1.c1.g232.i1	955	954	h1
Hcv1.1.c6.g156.i1	121	121	h1
Hcv1.1.c13.g193.i2	242	242	h1
Hcv1.1.c9.g697.i1	274	274	h1
Hcv1.1.c2.g1256.i1	62	65	h2
Hcv1.1.c10.g496.i2	798	798	h1
Hcv1.1.c7.g226.i2	779	777	h1
Hcv1.1.c11.g421.i1	1540	1540	h1
Hcv1.1.c5.g819.i1	502	502	h1
Hcv1.1.c11.g60.i2	692	335	h1
Hcv1.1.c10.g418.i1	714	714	h1
Hcv1.1.c3.g250.i1	585	585	h1
Hcv1.1.c4.g527.i1	1346	1346	h1
Hcv1.1.c7.g72.i4	850	850	h1
Hcv1.1.c2.g112.i1	635	635	h1
Hcv1.1.c12.g439.i1	1018	1018	h1
Hcv1.1.c9.g360.i1	199	318	h2
Hcv1.1.c12.g44.i2	445	445	h1
Hcv1.1.c12.g261.i1	178	201	h2
Hcv1.1.c2.g1107.i1	442	442	h1
Hcv1.1.c6.g1108.i3	537	537	h1
Hcv1.1.c13.g510.i1	54	54	h1
Hcv1.1.c2.g1342.i1	944	944	h1
Hcv1.1.c13.g193.i1	143	143	h1
Hcv1.1.c3.g389.i1	292	292	h1
Hcv1.1.c2.g770.i1	257	257	h1
Hcv1.1.c1.g508.i1	145	145	h1
Hcv1.1.c3.g552.i1	1179	1179	h1
Hcv1.1.c4.g234.i1	98	98	h1
Hcv1.1.c6.g432.i1	382	382	h1
Hcv1.1.c13.g450.i1	387	387	h1
Hcv1.1.c7.g634.i2	643	638	h1
Hcv1.1.c9.g281.i1	590	460	h1
Hcv1.1.c11.g662.i1	479	479	h1
Hcv1.1.c7.g690.i2	512	528	h2
Hcv1.1.c1.g311.i1	600	600	h1
Hcv1.1.c13.g371.i8	912	912	h1
Hcv1.1.c3.g10.i1	931	931	h1
Hcv1.1.c13.g315.i1	182	183	h2
Hcv1.1.c5.g745.i1	1479	1479	h1
Hcv1.1.c6.g730.i2	693	693	h1
Hcv1.1.c9.g445.i6	501	501	h1
Hcv1.1.c10.g281.i1	716	716	h1
Hcv1.1.c11.g694.i1	551	551	h1
Hcv1.1.c12.g275.i3	953	949	h1
Hcv1.1.c1.g1048.i1	152	152	h1
Hcv1.1.c6.g626.i1	143	143	h1
Hcv1.1.c12.g93.i1	156	156	h1
Hcv1.1.c8.g241.i3	149	149	h1
Hcv1.1.c8.g555.i1	400	401	h2
Hcv1.1.c5.g375.i1	190	190	h1
Hcv1.1.c8.g833.i1	219	219	h1
Hcv1.1.c11.g297.i1	180	180	h1
Hcv1.1.c13.g47.i1	-1	-1	NO
Hcv1.1.c8.g569.i1	64	64	h1
Hcv1.1.c3.g975.i1	513	502	h1
Hcv1.1.c6.g840.i1	-1	-1	NO
Hcv1.1.c10.g433.i1	777	777	h1
Hcv1.1.c2.g31.i1	615	612	h1
Hcv1.1.c3.g414.i2	454	454	h1
Hcv1.1.c10.g459.i3	1334	1334	h1
Hcv1.1.c9.g191.i1	326	364	h2
Hcv1.1.c2.g1304.i2	371	371	h1
Hcv1.1.c13.g243.i1	646	391	h1
Hcv1.1.c4.g489.i2	1733	1732	h1
Hcv1.1.c1.g489.i1	220	220	h1
Hcv1.1.c2.g282.i1	212	212	h1
Hcv1.1.c5.g62.i1	1486	1486	h1
Hcv1.1.c7.g590.i1	352	352	h1
Hcv1.1.c7.g171.i4	403	403	h1
Hcv1.1.c11.g830.i1	246	246	h1
Hcv1.1.c4.g418.i2	913	913	h1
Hcv1.1.c7.g665.i1	559	561	h2
Hcv1.1.c1.g457.i6	671	671	h1
Hcv1.1.c6.g748.i1	412	214	h1
Hcv1.1.c2.g1260.i1	409	409	h1
Hcv1.1.c2.g186.i1	467	467	h1
Hcv1.1.c5.g92.i1	292	292	h1
Hcv1.1.c5.g1050.i1	947	949	h2
Hcv1.1.c11.g128.i1	391	391	h1
Hcv1.1.c4.g244.i1	247	247	h1
Hcv1.1.c1.g787.i1	114	114	h1
Hcv1.1.c11.g262.i2	589	589	h1
Hcv1.1.c7.g770.i2	449	421	h1
Hcv1.1.c3.g284.i1	346	346	h1
Hcv1.1.c3.g865.i1	422	422	h1
Hcv1.1.c13.g77.i1	825	825	h1
Hcv1.1.c3.g641.i1	194	116	h1
Hcv1.1.c5.g359.i1	1058	1057	h1
Hcv1.1.c1.g143.i1	1857	1857	h1
Hcv1.1.c1.g440.i1	278	277	h1
Hcv1.1.c6.g134.i1	-1	-1	NO
Hcv1.1.c2.g493.i1	431	431	h1
Hcv1.1.c2.g568.i3	1600	1600	h1
Hcv1.1.c6.g214.i2	587	593	h2
Hcv1.1.c1.g401.i1	493	493	h1
Hcv1.1.c6.g1114.i2	722	722	h1
Hcv1.1.c9.g712.i1	123	123	h1
Hcv1.1.c5.g287.i3	373	337	h1
Hcv1.1.c7.g610.i1	404	404	h1
Hcv1.1.c1.g1307.i1	319	319	h1
Hcv1.1.c10.g513.i3	295	295	h1
Hcv1.1.c13.g543.i1	138	138	h1
Hcv1.1.c9.g110.i1	353	337	h1
Hcv1.1.c2.g1240.i1	305	305	h1
Hcv1.1.c2.g542.i1	615	606	h1
Hcv1.1.c10.g385.i1	444	444	h1
Hcv1.1.c3.g574.i1	423	423	h1
Hcv1.1.c10.g419.i2	586	586	h1
Hcv1.1.c2.g1304.i3	639	639	h1
Hcv1.1.c1.g286.i1	666	642	h1
Hcv1.1.c1.g406.i4	1247	1247	h1
Hcv1.1.c1.g1417.i1	309	309	h1
Hcv1.1.c2.g831.i1	98	98	h1
Hcv1.1.c1.g283.i1	568	568	h1
Hcv1.1.c4.g338.i1	358	358	h1
Hcv1.1.c6.g525.i1	735	735	h1
Hcv1.1.c6.g623.i2	288	288	h1
Hcv1.1.c7.g855.i1	483	483	h1
Hcv1.1.c1.g371.i1	799	799	h1
Hcv1.1.c1.g445.i1	834	834	h1
Hcv1.1.c13.g107.i2	1244	1244	h1
Hcv1.1.c7.g15.i1	551	551	h1
Hcv1.1.c7.g1.i2	403	403	h1
Hcv1.1.c4.g664.i1	241	284	h2
Hcv1.1.c6.g259.i4	1368	1368	h1
Hcv1.1.c1.g579.i1	62	64	h2
Hcv1.1.c11.g518.i1	366	365	h1
Hcv1.1.c7.g576.i1	50	50	h1
Hcv1.1.c12.g333.i1	328	412	h2
Hcv1.1.c2.g924.i3	435	435	h1
Hcv1.1.c1.g342.i3	729	729	h1
Hcv1.1.c5.g710.i1	108	108	h1
Hcv1.1.c10.g130.i1	786	783	h1
Hcv1.1.c8.g808.i1	432	432	h1
Hcv1.1.c10.g378.i1	-1	-1	NO
Hcv1.1.c5.g596.i1	331	331	h1
Hcv1.1.c6.g520.i1	248	248	h1
Hcv1.1.c13.g94.i2	449	449	h1
Hcv1.1.c3.g823.i1	181	181	h1
Hcv1.1.c12.g207.i2	82	139	h2
Hcv1.1.c9.g413.i1	93	93	h1
Hcv1.1.c13.g419.i1	1079	564	h1
Hcv1.1.c10.g289.i1	448	448	h1
Hcv1.1.c11.g742.i1	2194	2372	h2
Hcv1.1.c12.g57.i1	2962	3055	h2
Hcv1.1.c4.g378.i1	-1	90	h2
Hcv1.1.c11.g134.i1	610	610	h1
Hcv1.1.c5.g350.i1	133	133	h1
Hcv1.1.c5.g563.i1	619	619	h1
Hcv1.1.c8.g624.i1	269	269	h1
Hcv1.1.c8.g200.i3	118	118	h1
Hcv1.1.c9.g92.i2	223	223	h1
Hcv1.1.c11.g736.i1	503	503	h1
Hcv1.1.c7.g487.i4	549	548	h1
Hcv1.1.c2.g133.i1	150	142	h1
Hcv1.1.c3.g655.i1	65	65	h1
Hcv1.1.c7.g414.i1	574	576	h2
Hcv1.1.c9.g370.i1	1174	1174	h1
Hcv1.1.c1.g1187.i1	360	360	h1
Hcv1.1.c6.g907.i1	297	297	h1
Hcv1.1.c12.g169.i1	741	741	h1
Hcv1.1.c5.g591.i1	511	486	h1
Hcv1.1.c2.g1086.i1	342	342	h1
Hcv1.1.c7.g681.i3	240	240	h1
Hcv1.1.c4.g433.i1	2297	2297	h1
Hcv1.1.c5.g1067.i1	297	297	h1
Hcv1.1.c9.g439.i1	349	349	h1
Hcv1.1.c13.g366.i1	531	529	h1
Hcv1.1.c11.g98.i1	540	535	h1
Hcv1.1.c1.g196.i1	323	323	h1
Hcv1.1.c2.g78.i1	521	521	h1
Hcv1.1.c13.g143.i1	555	555	h1
Hcv1.1.c5.g304.i1	354	199	h1
Hcv1.1.c6.g910.i1	544	544	h1
Hcv1.1.c8.g427.i2	217	217	h1
Hcv1.1.c11.g475.i4	571	571	h1
Hcv1.1.c4.g25.i1	222	222	h1
Hcv1.1.c1.g293.i1	812	812	h1
Hcv1.1.c10.g161.i1	1472	1475	h2
Hcv1.1.c6.g679.i1	432	432	h1
Hcv1.1.c11.g204.i1	830	830	h1
Hcv1.1.c3.g542.i1	363	364	h2
Hcv1.1.c6.g820.i1	229	229	h1
Hcv1.1.c8.g589.i1	214	214	h1
Hcv1.1.c7.g243.i1	473	474	h2
Hcv1.1.c2.g54.i1	445	289	h1
Hcv1.1.c11.g129.i1	173	184	h2
Hcv1.1.c2.g314.i1	215	215	h1
Hcv1.1.c10.g575.i1	227	227	h1
Hcv1.1.c7.g500.i1	449	454	h2
Hcv1.1.c12.g136.i8	1047	1047	h1
Hcv1.1.c12.g446.i1	314	314	h1
Hcv1.1.c7.g239.i1	328	289	h1
Hcv1.1.c2.g1115.i1	268	268	h1
Hcv1.1.c5.g853.i1	522	525	h2
Hcv1.1.c6.g486.i4	616	616	h1
Hcv1.1.c3.g780.i1	467	464	h1
Hcv1.1.c10.g95.i2	670	681	h2
Hcv1.1.c2.g1074.i2	171	172	h2
Hcv1.1.c3.g360.i1	1086	1086	h1
Hcv1.1.c8.g52.i1	603	603	h1
Hcv1.1.c8.g222.i1	201	201	h1
Hcv1.1.c7.g365.i1	323	324	h2
Hcv1.1.c8.g533.i1	264	264	h1
Hcv1.1.c5.g194.i1	367	171	h1
Hcv1.1.c1.g148.i1	693	693	h1
Hcv1.1.c4.g346.i1	225	225	h1
Hcv1.1.c5.g985.i1	434	434	h1
Hcv1.1.c7.g482.i1	194	194	h1
Hcv1.1.c8.g28.i1	-1	-1	NO
Hcv1.1.c2.g929.i5	170	170	h1
Hcv1.1.c9.g445.i4	586	586	h1
Hcv1.1.c1.g200.i1	329	329	h1
Hcv1.1.c7.g70.i1	178	178	h1
Hcv1.1.c13.g146.i1	1137	1137	h1
Hcv1.1.c2.g397.i1	-1	157	h2
Hcv1.1.c11.g290.i2	381	381	h1
Hcv1.1.c8.g787.i1	181	181	h1
Hcv1.1.c6.g682.i1	289	289	h1
Hcv1.1.c7.g649.i1	112	72	h1
Hcv1.1.c3.g522.i1	1232	1232	h1
Hcv1.1.c11.g385.i2	366	366	h1
Hcv1.1.c3.g497.i1	298	298	h1
Hcv1.1.c5.g1064.i2	121	346	h2
Hcv1.1.c8.g300.i1	396	431	h2
Hcv1.1.c7.g577.i1	-1	-1	NO
Hcv1.1.c8.g827.i1	1477	1470	h1
Hcv1.1.c3.g324.i1	468	468	h1
Hcv1.1.c7.g145.i2	137	137	h1
Hcv1.1.c11.g307.i2	111	72	h1
Hcv1.1.c2.g1051.i1	278	278	h1
Hcv1.1.c11.g651.i1	413	413	h1
Hcv1.1.c2.g989.i1	551	552	h2
Hcv1.1.c7.g688.i1	854	854	h1
Hcv1.1.c3.g159.i1	266	266	h1
Hcv1.1.c6.g946.i2	212	212	h1
Hcv1.1.c8.g125.i1	392	392	h1
Hcv1.1.c1.g506.i2	327	328	h2
Hcv1.1.c10.g72.i3	857	857	h1
Hcv1.1.c9.g624.i1	212	212	h1
Hcv1.1.c6.g67.i1	332	333	h2
Hcv1.1.c2.g999.i1	349	349	h1
Hcv1.1.c4.g3.i1	505	505	h1
Hcv1.1.c4.g106.i1	249	249	h1
Hcv1.1.c9.g301.i3	542	542	h1
Hcv1.1.c4.g161.i1	368	368	h1
Hcv1.1.c5.g749.i1	347	347	h1
Hcv1.1.c11.g489.i1	387	387	h1
Hcv1.1.c12.g78.i1	1476	1476	h1
Hcv1.1.c11.g471.i1	377	377	h1
Hcv1.1.c1.g632.i2	283	283	h1
Hcv1.1.c5.g880.i2	572	572	h1
Hcv1.1.c3.g273.i1	1378	1441	h2
Hcv1.1.c13.g202.i1	730	730	h1
Hcv1.1.c6.g273.i1	386	386	h1
Hcv1.1.c3.g448.i1	274	274	h1
Hcv1.1.c7.g653.i1	243	243	h1
Hcv1.1.c2.g902.i1	1318	1318	h1
Hcv1.1.c5.g695.i1	1148	1194	h2
Hcv1.1.c1.g1286.i1	251	500	h2
Hcv1.1.c6.g498.i1	213	317	h2
Hcv1.1.c6.g558.i1	65	65	h1
Hcv1.1.c10.g386.i1	416	416	h1
Hcv1.1.c3.g851.i18	397	407	h2
Hcv1.1.c11.g262.i4	593	593	h1
Hcv1.1.c3.g852.i2	1010	1012	h2
Hcv1.1.c11.g238.i2	259	324	h2
Hcv1.1.c13.g207.i1	511	511	h1
Hcv1.1.c8.g133.i1	97	97	h1
Hcv1.1.c3.g661.i1	746	746	h1
Hcv1.1.c13.g306.i1	184	184	h1
Hcv1.1.c6.g901.i1	1559	1567	h2
Hcv1.1.c7.g557.i1	537	537	h1
Hcv1.1.c1.g1217.i1	477	477	h1
Hcv1.1.c2.g530.i1	386	386	h1
Hcv1.1.c13.g478.i4	628	891	h2
Hcv1.1.c5.g1101.i1	555	560	h2
Hcv1.1.c6.g398.i1	182	182	h1
Hcv1.1.c6.g216.i6	1042	1042	h1
Hcv1.1.c6.g809.i1	238	236	h1
Hcv1.1.c9.g558.i1	615	760	h2
Hcv1.1.c8.g148.i1	531	531	h1
Hcv1.1.c2.g628.i1	365	365	h1
Hcv1.1.c5.g742.i2	1160	1161	h2
Hcv1.1.c5.g832.i1	326	326	h1
Hcv1.1.c7.g54.i1	1071	1071	h1
Hcv1.1.c9.g632.i1	419	419	h1
Hcv1.1.c2.g904.i4	771	695	h1
Hcv1.1.c11.g643.i1	566	566	h1
Hcv1.1.c3.g87.i1	341	341	h1
Hcv1.1.c10.g185.i3	627	627	h1
Hcv1.1.c2.g240.i1	68	68	h1
Hcv1.1.c2.g458.i2	303	303	h1
Hcv1.1.c3.g531.i1	643	639	h1
Hcv1.1.c6.g563.i1	622	622	h1
Hcv1.1.c6.g749.i1	879	879	h1
Hcv1.1.c9.g773.i8	640	640	h1
Hcv1.1.c2.g205.i1	586	583	h1
Hcv1.1.c6.g79.i2	513	513	h1
Hcv1.1.c7.g388.i2	1232	703	h1
Hcv1.1.c3.g672.i1	840	840	h1
Hcv1.1.c9.g311.i1	755	744	h1
Hcv1.1.c12.g70.i1	585	585	h1
Hcv1.1.c2.g1385.i2	376	376	h1
Hcv1.1.c8.g435.i1	456	475	h2
Hcv1.1.c9.g306.i1	354	354	h1
Hcv1.1.c7.g498.i1	399	399	h1
Hcv1.1.c3.g851.i24	392	392	h1
Hcv1.1.c5.g777.i5	289	289	h1
Hcv1.1.c5.g897.i1	182	182	h1
Hcv1.1.c12.g420.i1	704	704	h1
Hcv1.1.c1.g1224.i1	369	369	h1
Hcv1.1.c13.g144.i3	172	172	h1
Hcv1.1.c7.g823.i5	916	916	h1
Hcv1.1.c2.g620.i1	142	142	h1
Hcv1.1.c13.g76.i1	650	650	h1
Hcv1.1.c9.g38.i1	492	492	h1
Hcv1.1.c3.g781.i1	212	212	h1
Hcv1.1.c6.g871.i1	256	256	h1
Hcv1.1.c11.g227.i1	402	402	h1
